10.7015541,74.00650839,0
83.23524377,47.06821704,0
72.63206599,80.50626547,0
49.73972826,3.837378187,0
36.08132309,12.63325319,0
55.92783197,4.592969601,0
20.57837453,7.971244012,0
15.61466953,19.35457216,0
79.33374722,70.20553169,1
39.92028124,60.64004245,0
76.85049646,22.34825742,1
20.76961076,29.61423971,1
25.81815572,86.69992536,1
49.60629496,49.40582808,1
78.06051584,91.91078993,1
72.13262353,16.26666422,0
30.58241616,16.89785515,0
42.17891657,46.72789586,0
32.2150386,10.55715074,0
8.927127002,64.77827744,0
16.29234007,13.19857308,0
10.32120321,45.98284369,0
80.38714238,55.80950181,0
49.67975693,34.61714534,0
8.035542652,41.07930229,1
